People: 孙少平; 顾养民; 金波; 秀 </s> 他常常感到别人在嘲笑他的寒酸，因此对一切家境好的同学内心中有一种变态的对立情绪。 </s> 就说现在吧，他对那个派头十足的班长顾养民，已经产生了一种强烈的反感情绪。 </s> 每当他看见他站在讲台上，穿戴得时髦笔挺，一边优雅地点名，一边扬起手腕看表的神态时，一种无名的怒火就在胸膛里燃烧起来，压也压不住。 </s> 点名的时候，点到谁，谁就答个到。 </s> 有一次点到他的时候，他故意没有吭声。 </s> 班长瞪了他一眼，又喊了一声他的名字，他还是没有吭声。 </s> 如果在初中，这种情况说不定立即就会引起一场暴力性的冲突。 </s> 大概因为大家刚升入高中，相互不摸情况，班长对于他这种污辱性的轻蔑，采取了克制的态度，接着去点别人的名了。 </s> 点完名散场后，他和他们村的金波一同走出教室。 </s> 这家伙喜眉笑脸地对他悄悄伸出一个大拇指，说： </s> “好！” </s> “我担心这小子要和我打架。” </s> 孙少平事后倒有点后悔他刚才的行为了。 </s> “他小子敢！” </s> 金波瞪起一双大花眼睛，拳头在空中晃了晃。 </s> 金波和他同龄，个子却比他矮一个头。 </s> 他皮肤白晰，眉目清秀，长得象个女孩子。 </s> 但这人心却生硬，做什么事手脚非常麻利。 </s> 平静时象个姑娘，动作时如同一只老虎。 </s> 金波他父亲是地区运输公司的汽车司机，家庭情况比孙少平要好一些，生活方面在班里算是属于较高层次的。 </s> 少平和这位“富翁”的关系倒特别要好。	who said "“好！”"?	18	20
People: 孙少平; 郝红梅 </s> 我爸的字是我爷教的。 </s> 我爷早死了…… </s> 我没看过《红岩》小说，但我会唱《红岩》歌剧里的歌。 </s> 我的名字就是我爸从这歌词里面取的。 </s> 那歌剧里有一句歌词是： </s> 红岩上，红梅开…… </s> ”她这样轻声慢语地说着，他呆呆地听着。 </s> 她突然红着脸说： </s> “你的书还了没有？” </s> 他说： </s> “还没。” </s> “能不能借我看一下？” </s> “能！” </s> 他爽快地回答。 </s> 于是，第二天他就把书交到了她的手里。 </s> 在这以后，只要孙少平看过的书，就借给郝红梅看。 </s> 无论是他给她借书，还是她给他还书，两个人不约而同地都是悄悄进行的。 </s> 他们都知道，一个男生和一个女生这样过分亲密的交往，如果让班里的同学们发现了，会引起什么样的反响——那他们也就别想安宁地过日子了！ </s> 第3章惊蛰过后很长一段日子，尽管节令也已经又越过了春分，但连绵的黄土高原依然是冬天的面貌。 </s> 山野里草木枯黑，一片荒凉。 </s> 只是夜晚的时间倒明显地缩短了。	who said "“还没。”"?	8	11
People: 孙少平; 郝红梅 </s> 我爷早死了…… </s> 我没看过《红岩》小说，但我会唱《红岩》歌剧里的歌。 </s> 我的名字就是我爸从这歌词里面取的。 </s> 那歌剧里有一句歌词是： </s> 红岩上，红梅开…… </s> ”她这样轻声慢语地说着，他呆呆地听着。 </s> 她突然红着脸说： </s> “你的书还了没有？” </s> 他说： </s> “还没。” </s> “能不能借我看一下？” </s> “能！” </s> 他爽快地回答。 </s> 于是，第二天他就把书交到了她的手里。 </s> 在这以后，只要孙少平看过的书，就借给郝红梅看。 </s> 无论是他给她借书，还是她给他还书，两个人不约而同地都是悄悄进行的。 </s> 他们都知道，一个男生和一个女生这样过分亲密的交往，如果让班里的同学们发现了，会引起什么样的反响——那他们也就别想安宁地过日子了！ </s> 第3章惊蛰过后很长一段日子，尽管节令也已经又越过了春分，但连绵的黄土高原依然是冬天的面貌。 </s> 山野里草木枯黑，一片荒凉。 </s> 只是夜晚的时间倒明显地缩短了。 </s> 一直到了四月初，清明节的前一天，突然刮起了一场铺天盖地的大黄风。	who said "“能不能借我看一下？”"?	13	16
People: 孙少平; 郝红梅 </s> 我没看过《红岩》小说，但我会唱《红岩》歌剧里的歌。 </s> 我的名字就是我爸从这歌词里面取的。 </s> 那歌剧里有一句歌词是： </s> 红岩上，红梅开…… </s> ”她这样轻声慢语地说着，他呆呆地听着。 </s> 她突然红着脸说： </s> “你的书还了没有？” </s> 他说： </s> “还没。” </s> “能不能借我看一下？” </s> “能！” </s> 他爽快地回答。 </s> 于是，第二天他就把书交到了她的手里。 </s> 在这以后，只要孙少平看过的书，就借给郝红梅看。 </s> 无论是他给她借书，还是她给他还书，两个人不约而同地都是悄悄进行的。 </s> 他们都知道，一个男生和一个女生这样过分亲密的交往，如果让班里的同学们发现了，会引起什么样的反响——那他们也就别想安宁地过日子了！ </s> 第3章惊蛰过后很长一段日子，尽管节令也已经又越过了春分，但连绵的黄土高原依然是冬天的面貌。 </s> 山野里草木枯黑，一片荒凉。 </s> 只是夜晚的时间倒明显地缩短了。 </s> 一直到了四月初，清明节的前一天，突然刮起了一场铺天盖地的大黄风。 </s> 风刮得天昏地暗，甚至大白天都要在房子里点亮灯。	who said "“能！”"?	8	11
People: 孙少平; 润生; 润叶姐 </s> 他和乡里来的一些较贫困的学生初步建立起了某种友谊关系。 </s> 由于他读书多，许多人很爱听他讲书中的故事。 </s> 这一点使孙少平非常高兴，觉得自己并不是什么都低人一等。 </s> 加上气候变暖，校园里已经桃红柳绿，他的心情开朗了许多。 </s> 而且他的单衣薄裳现在穿起来倒也正合适，不冷不热。 </s> 除过肚子照样填不饱外，其它方面应该说相当令人满意了。 </s> 这天下午劳动，全班学生在学校后面的一条拐沟里挖他们班种的地。 </s> 不到一个小时，孙少平就感到饿得头晕眼花。 </s> 他有气无力地抡着镰头，尽量使自己不落在别人的后面。 </s> 好不容易熬到快要收工的时候，他们村的润生突然来到他眼前，说： </s> “少平，我姐中午来找我，说让我把你带上，下午到我二爸家去一下。她说有个事要给你说。我姐还说让你下午别在学校灶上吃，到我二爸家去吃饭……。” </s> 润生说完这话，就又回到他挖地的地方去了。 </s> 孙少平一下子被这意外的邀请弄得不知所措。 </s> 润生的姐姐叫他有什么事呢？ </s> 而且还叫他到她二爸家去！ </s> 这使他感到惶恐不安——润生他二爸是县革委会的副主任，在县上可是一个大人物。 </s> 有时他二爸路过回村子，坐的都是吉普车呢。 </s> 记得当时他常常想走近去看看停在公路边的小车，都吓得不敢去，何况现在要叫他去他们家吃饭呢！ </s> 不过，他对润生的姐姐润叶倒怀有一种亲切的感情。 </s> 尽管润叶她爸是他们村的支部书记，她二爸又是县上的领导，门第当然要高得多，但润叶姐不管对村里的什么人都特别好。 </s> 而最主要的是，润叶姐小时候和他大哥一块耍大，又一起念书念到小学。	who said "“少平，我姐中午来找我，说让我把你带上，下午到我二爸家去一下。她说有个事要给你说。我姐还说让你下午别在学校灶上吃，到我二爸家去吃饭……。”"?	13	15
People: 孙少平; 润生; 润叶姐; 郝红梅 </s> 孙少平在这小山沟里消磨了一阵时间，并且还折了一枝发绿的柳枝，做了一只哨子，噙在嘴里吹着——他身上显然还有些孩子气。 </s> 他约摸别人已经打完饭后，才从那个小门进了校园，来到饭场上。 </s> 他走到馍筐前，看见里面只留了两个黑面馍——这说明郝红梅已经把自己的两个拿走了。 </s> 他取了这两个黑馍，向宿舍走去。 </s> 他想，等他吃完这两个馍，再喝一点开水，就去小学找润叶姐呀；也许那时润叶姐还没从她二爸家返回学校，但这不要紧，他可以在她门外等一等。 </s> 孙少平这样想着，拿着两个黑馍走到了他宿舍的门口。 </s> 他在门门一下子愣住了： </s> 他看见润叶姐正坐在他宿舍的炕边沿上，望着他发笑——显然在等他回来。 </s> 少平一下子连话也说不出来了。 </s> 倒是润叶姐走上前来，仍然笑着说： </s> “我让润生叫你到我二爸家去，你怎么不来呢？” </s> “我……” </s> 他不知说什么才对。 </s> 润叶姐敏捷地一把从他手里夺过那两个黑馍，问： </s> “哪个是你的碗？” </s> 他指了指自己的碗。 </s> 她把馍放在他碗里，说： </s> “走，跟我吃饭去！”“我……” </s> 润叶已经过来，扯着他的袖口拉他了。 </s> 现在没办法拒绝了，少平只好跟着润叶姐起身了。 </s> 他一路相跟着和润叶姐进了县革委会的大门。	who said "“我让润生叫你到我二爸家去，你怎么不来呢？”"?	17	20
People: 孙少平; 润生; 润叶姐; 郝红梅 </s> 他约摸别人已经打完饭后，才从那个小门进了校园，来到饭场上。 </s> 他走到馍筐前，看见里面只留了两个黑面馍——这说明郝红梅已经把自己的两个拿走了。 </s> 他取了这两个黑馍，向宿舍走去。 </s> 他想，等他吃完这两个馍，再喝一点开水，就去小学找润叶姐呀；也许那时润叶姐还没从她二爸家返回学校，但这不要紧，他可以在她门外等一等。 </s> 孙少平这样想着，拿着两个黑馍走到了他宿舍的门口。 </s> 他在门门一下子愣住了： </s> 他看见润叶姐正坐在他宿舍的炕边沿上，望着他发笑——显然在等他回来。 </s> 少平一下子连话也说不出来了。 </s> 倒是润叶姐走上前来，仍然笑着说： </s> “我让润生叫你到我二爸家去，你怎么不来呢？” </s> “我……” </s> 他不知说什么才对。 </s> 润叶姐敏捷地一把从他手里夺过那两个黑馍，问： </s> “哪个是你的碗？” </s> 他指了指自己的碗。 </s> 她把馍放在他碗里，说： </s> “走，跟我吃饭去！”“我……” </s> 润叶已经过来，扯着他的袖口拉他了。 </s> 现在没办法拒绝了，少平只好跟着润叶姐起身了。 </s> 他一路相跟着和润叶姐进了县革委会的大门。 </s> 进了大门后，他两只眼睛紧张地扫视着这个神圣的地方。	who said "“我……”"?	8	11
People: 孙少平; 润生; 润叶姐 </s> 他想，等他吃完这两个馍，再喝一点开水，就去小学找润叶姐呀；也许那时润叶姐还没从她二爸家返回学校，但这不要紧，他可以在她门外等一等。 </s> 孙少平这样想着，拿着两个黑馍走到了他宿舍的门口。 </s> 他在门门一下子愣住了： </s> 他看见润叶姐正坐在他宿舍的炕边沿上，望着他发笑——显然在等他回来。 </s> 少平一下子连话也说不出来了。 </s> 倒是润叶姐走上前来，仍然笑着说： </s> “我让润生叫你到我二爸家去，你怎么不来呢？” </s> “我……” </s> 他不知说什么才对。 </s> 润叶姐敏捷地一把从他手里夺过那两个黑馍，问： </s> “哪个是你的碗？” </s> 他指了指自己的碗。 </s> 她把馍放在他碗里，说： </s> “走，跟我吃饭去！”“我……” </s> 润叶已经过来，扯着他的袖口拉他了。 </s> 现在没办法拒绝了，少平只好跟着润叶姐起身了。 </s> 他一路相跟着和润叶姐进了县革委会的大门。 </s> 进了大门后，他两只眼睛紧张地扫视着这个神圣的地方。 </s> 县革委会一层层窑洞沿着一个个斜坡一行行排上去，最上面蹲着一座大礼堂，给人一种非常壮观的景象。 </s> 在晚上，要是所有的窑洞都亮起灯火，简直就象一座宏伟的大厦。 </s> 现在，少平看见最上面一排窑洞的砖墙边上，润生探出半截身子正看着他们往上走。	who said "“哪个是你的碗？”"?	17	20
People: 少平; 田福堂; 润生; 润叶姐 </s> 他看见润叶姐正坐在他宿舍的炕边沿上，望着他发笑——显然在等他回来。 </s> 少平一下子连话也说不出来了。 </s> 倒是润叶姐走上前来，仍然笑着说： </s> “我让润生叫你到我二爸家去，你怎么不来呢？” </s> “我……” </s> 他不知说什么才对。 </s> 润叶姐敏捷地一把从他手里夺过那两个黑馍，问： </s> “哪个是你的碗？” </s> 他指了指自己的碗。 </s> 她把馍放在他碗里，说： </s> “走，跟我吃饭去！”“我……” </s> 润叶已经过来，扯着他的袖口拉他了。 </s> 现在没办法拒绝了，少平只好跟着润叶姐起身了。 </s> 他一路相跟着和润叶姐进了县革委会的大门。 </s> 进了大门后，他两只眼睛紧张地扫视着这个神圣的地方。 </s> 县革委会一层层窑洞沿着一个个斜坡一行行排上去，最上面蹲着一座大礼堂，给人一种非常壮观的景象。 </s> 在晚上，要是所有的窑洞都亮起灯火，简直就象一座宏伟的大厦。 </s> 现在，少平看见最上面一排窑洞的砖墙边上，润生探出半截身子正看着他们往上走。 </s> 润生抽着纸烟，不老练地弹着烟灰。 </s> 田福堂的这个宝贝儿子刚一进城，就把干部子弟的派势都学会了。 </s> 少平跟润叶进了她二爸家的院子，润生走过来对他说：	who said "“走，跟我吃饭去！”“我……”"?	21	24
People: 少平; 田福堂; 润生; 润叶姐 </s> 润叶已经过来，扯着他的袖口拉他了。 </s> 现在没办法拒绝了，少平只好跟着润叶姐起身了。 </s> 他一路相跟着和润叶姐进了县革委会的大门。 </s> 进了大门后，他两只眼睛紧张地扫视着这个神圣的地方。 </s> 县革委会一层层窑洞沿着一个个斜坡一行行排上去，最上面蹲着一座大礼堂，给人一种非常壮观的景象。 </s> 在晚上，要是所有的窑洞都亮起灯火，简直就象一座宏伟的大厦。 </s> 现在，少平看见最上面一排窑洞的砖墙边上，润生探出半截身子正看着他们往上走。 </s> 润生抽着纸烟，不老练地弹着烟灰。 </s> 田福堂的这个宝贝儿子刚一进城，就把干部子弟的派势都学会了。 </s> 少平跟润叶进了她二爸家的院子，润生走过来对他说： </s> “我到宿舍找了你两回，你到哪里去了？” </s> 少平有点不好意思，说： </s> “我……去给学校还镢头去了。” </s> 他一边撒谎，一边瞥了一眼这家著名人物的院子： </s> 一共四孔窑洞，一个不大的独院；墙那边看来还住着另外几家领导，格局和这院子一模一样。 </s> 院子东边有个小房，旁边垒一堆炭块，显然是厨房。 </s> 院子西边有个小坛，一位穿灰毛线衣的人正拿把铁锨翻土。 </s> 他以为这就是润叶她二爸。 </s> 仔细一看，是位头发花白的老干部，他并没见过。 </s> 他心慌意乱地跟润叶进了边上的一孔窑洞。 </s> 润生说他要去看电影，和他打了个照面就走了。	who said "“我到宿舍找了你两回，你到哪里去了？”"?	17	19
People: 少平; 田福堂; 润生; 润叶姐 </s> 他一路相跟着和润叶姐进了县革委会的大门。 </s> 进了大门后，他两只眼睛紧张地扫视着这个神圣的地方。 </s> 县革委会一层层窑洞沿着一个个斜坡一行行排上去，最上面蹲着一座大礼堂，给人一种非常壮观的景象。 </s> 在晚上，要是所有的窑洞都亮起灯火，简直就象一座宏伟的大厦。 </s> 现在，少平看见最上面一排窑洞的砖墙边上，润生探出半截身子正看着他们往上走。 </s> 润生抽着纸烟，不老练地弹着烟灰。 </s> 田福堂的这个宝贝儿子刚一进城，就把干部子弟的派势都学会了。 </s> 少平跟润叶进了她二爸家的院子，润生走过来对他说： </s> “我到宿舍找了你两回，你到哪里去了？” </s> 少平有点不好意思，说： </s> “我……去给学校还镢头去了。” </s> 他一边撒谎，一边瞥了一眼这家著名人物的院子： </s> 一共四孔窑洞，一个不大的独院；墙那边看来还住着另外几家领导，格局和这院子一模一样。 </s> 院子东边有个小房，旁边垒一堆炭块，显然是厨房。 </s> 院子西边有个小坛，一位穿灰毛线衣的人正拿把铁锨翻土。 </s> 他以为这就是润叶她二爸。 </s> 仔细一看，是位头发花白的老干部，他并没见过。 </s> 他心慌意乱地跟润叶进了边上的一孔窑洞。 </s> 润生说他要去看电影，和他打了个照面就走了。 </s> 润叶让他坐在一个方桌前，接着就出去为他张罗饭去了。 </s> 现在他一个人坐在这陌生的地方，心还在咚咚地跳着。	who said "“我……去给学校还镢头去了。”"?	8	10
